riddle,answer
what do you you call the pig that can fly,airporkairport
"if a red house is red, a blue house is bue, a purple house is purple what colour is a greenhouse",green house is see through 
What symbol can be put between 2 and 3 to make the result greater than 2 but less than 3?,decimal point
What kind of clothes do lawyers wear?,lawsuits
I can be small as an ant and big as an elephant but i weigh absolutely nothing.  What am i?,shdow
"imagin that your in a box, how do you get out?",stop imaging
If you are imaging you in a desert and you are felling thirsty and some camels start running you down and you are getting dehydrated WHAT WOULD YOU DO. ,stop imaging
Why did the people laugh at the man?,because the man was laughing
A man was at aconstruction site and a person said hey bro the man said he didnt have a brother how can this be???,it was his sister
Why is it that Snoop Dogg needs an umbrella?,because of the drizzle
What do  ghosts call their parents?,transparent
What is Altoido's real name,altoido
what do math teachers name there first child. ,matthew
The head is the tail and tail is the head andyour in the middle.   What is it?,church
"An old man got shot in the head in a car.  The windows were rolled up, the doors were closed and locked, the car wasn't damaged and there were no weapons in the car.   HOW DID HE GET SHOT?",he was in a convertible
"What do you do to go on the other side of the door when you have: a bowl of oatmeal, a fork and a knife?",you open the door
A bird was flying in the sky it laid an egg but it did not fall why?,bird was wearing an underwear
"In daytime they're together, at night time they scatter",pillows
tom tan got a tan then he bought some tokens     how many  t's are in that?,2 ts are in that
"what do you sit in, sleep on and, brush your teeth with?",chair bed and toothbrush
"To the left of the clergy of backwards discourse,  And to the right of the fortress sits the knight and his horse,  He's duty bound to protect his majesty and queen,  And though his path is strait he always lands in between.    What is he?",he is a chess knight
"what is as scary has a ghost,and as small as a bottle of nail polish?",your big toe
"i am stared in a movie, i can make lite, i rece and chill, what can i be??",i can be a car
A cowboy rides into town on friday.  He stays 3 days and leaves on friday.  How did he do that?,horse is named friday
"a boy and his dad are driving in the car , then they crash , the dad die's and the son is rushed to hospital , then a person come's in and says '' thats my son !''    who is that person ?",boys mum
What does a chicken say instead of good?,eggcelent
"Patrick and Grace went to the Casino.  They went to gamble and drink. Patrick said to the man "" If Grace can get the hankey of the host onstage in one miniute,you will have to pay Grace twice as 100 gold coins,six hundred of 7 gold coins and 99,000 of gold coins. ""The man agreed. Grace won in the bet. How much did the man payed to the girl?",nothingfor grace is a dog
"If a plane crashes between the borders of the U. S. A and Mexico, where would they bury the survivors?",you wouldnt bury a survivor
What type of flower grows between your nose and your chin?,two lips like tulips
what is lighter than a feather and not even the strongest man in the world can carry it,easy your breath
"In the middle of the night, a man goes into his back-yard and shoots a bird.  Due to this, he never sees antoher sunrise.  Why? ? ? (Hint: the bird is male)",he shoot his rooster
"What is black, has a mowhawk, and yells Ah Piteedafoo!?",mr  t
i am a cool treet that we can eat in summer,ice_cream
what country has the mast fish,finland
name the country which has a lot of fishes?,finland
"A gleaming beach,  Scorching hot,  Gone at night,  Back at day.   Goldie locks,  And beautiful sunflowers.   What am i?",yellow
there were 100 cups of tea and 1000 people.  They divided by 1/2's.  so how many people got tea?,200 people
How do you make 9992=998001 true?,999x999998001  9992999 squared
"A man and his son are driving on the interstate when they get into a car accident.  Both need to be taken to the hospital.  The hospitals are overcrowded so the man and his son are sent to different hospitals.  The son needs surgery and but when he gets their the surgeon says, ""I can't operate on this boy, he's my son. "" How is this possible?",surgeon is his mother
"Hello.  Hello.   What is your name?   I will not tell you, but I will GIVE you clues.   it has a J.    it has a I.    it has a U.       what is my name?",justin
there is a donkey tied to a rope the rope is only 5 feet long but there is some food 20 feet awayhow can the donkey get to the food?,rope wasnt tied to anything
this thing is useless to some other things like a wheel. and it is parralel 2. ,square      
if you were sitting in an upside down room with a right side up chair would you be rightside up or upside down?,rightside up
"There is a bomber plane flying through the air.  Nothing is wrong with this plane, everything works in perfection.    The bomb hatches open and the clamps that hold the bomb open to release but the bomb goes nowhere.  Why?",plane is upside down
Who watching you but you cant see them???,your motha
What would you call a top-notch detective,super snooper
A man went on a camping trip on his horse.  He left on Sunday and came back on Sunday but he went away for 10 days.  How can this be?,his horses name was sunday
if you 1 bird per cage you have 1 bird too many.  if you put 2 birds per cage you have 1 cage too many.  how birds and cages do you have ?,4 birds3 cages
"What is it that Karen had first, Mark had last, Paul never had and Lucy Locket lost when she married Peter Piper?",answer is k
"WHAT EVERY  ONE HAS CAN GO AS FAST AS A SPEED CAR OR AS SLOW AS A TURTLE THOSE WHO USE IT BECOME RICH , FAMOUS , STREET SMART AND   LONELY THOSE WHO DONT USE IT ARE FUN , ENYOUS AND WHITIE WAT IS   IT?",human mind
"Po likes Cho,Ming likes Loe,Pimp likes. . . ",hoe
"THIS GUY HAS A TICKET FOR A MOVIE.  HE GIVES THE TICKET TO HIS GIRLFRIEND, SHE RIPS IT.  WHY?",she works there
"black within,  red without,  with four courners,  round about. ",chiminey
i have no head i hve a body what am i tell the  name,jasim
